vardekod,vardebenamning
08110,"Brytning av natursten, kalk- och gipssten, krita och skiffer"
0812,"Utvinning av sand, grus och berg; utvinning av lera och kaolin"
08120,"Utvinning av sand, grus och berg; utvinning av lera och kaolin"
089,Övrig utvinning av mineral
0891,Brytning av kemiska mineral
08910,Brytning av kemiska mineral
0892,Torvutvinning
08920,Torvutvinning
0893,Saltutvinning
08930,Saltutvinning
0899,Diverse övrig utvinning av mineral
08990,Diverse övrig utvinning av mineral
09,Service till utvinning
091,Stödtjänster till råpetroleum- och naturgasutvinning
0910,Stödtjänster till råpetroleum- och naturgasutvinning
09100,Stödtjänster till råpetroleum- och naturgasutvinning
099,Stödtjänster till annan utvinning
0990,Stödtjänster till annan utvinning
09900,Stödtjänster till annan utvinning
10,Livsmedelsframställning
101,Beredning och hållbarhetsbehandling av kött och köttvaror
1011,Beredning och hållbarhetsbehandling av kreaturskött
10111,Kreatursslakt
10112,Styckning av kött
1012,Beredning och hållbarhetsbehandling av fjäderfäkött
10120,Beredning och hållbarhetsbehandling av fjäderfäkött
1013,Charkuteri- och annan köttvarutillverkning
10130,Charkuteri- och annan köttvarutillverkning
102,Beredning och hållbarhetsbehandling av fisk samt skal- och blötdjur
1020,Beredning och hållbarhetsbehandling av fisk samt skal- och blötdjur
10200,Beredning och hållbarhetsbehandling av fisk samt skal- och blötdjur
103,"Beredning och hållbarhetsbehandling av frukt, bär och grönsaker"
1031,Beredning och hållbarhetsbehandling av potatis
10310,Beredning och hållbarhetsbehandling av potatis
1032,Juice- och safttillverkning
10320,Juice- och safttillverkning
1039,"Annan beredning och hållbarhetsbehandling av frukt, bär och grönsaker"
10390,"Annan beredning och hållbarhetsbehandling av frukt, bär och grönsaker"
104,Framställning av vegetabiliska och animaliska oljor och fetter
1041,Framställning av oljor och fetter
10410,Framställning av oljor och fetter
1042,Matfettstillverkning
10420,Matfettstillverkning
105,Mejerivaru- och glasstillverkning
1051,Mejerivarutillverkning
10511,Osttillverkning
10519,Annan mejerivarutillverkning
1052,Glasstillverkning
10520,Glasstillverkning
106,Tillverkning av kvarnprodukter och stärkelse
1061,Tillverkning av kvarnprodukter
10611,Mjöltillverkning
10612,"Tillverkning av frukostflingor, mixer och andra livsmedelsberedningar av kvarnprodukter"
1062,Stärkelsetillverkning
10620,Stärkelsetillverkning
107,Tillverkning av bageri- och mjölprodukter
1071,Tillverkning av mjukt matbröd och färska bakverk
10710,Tillverkning av mjukt matbröd och färska bakverk
1072,"Tillverkning av knäckebröd, kex och konserverade bakverk"
10721,Knäckebrödstillverkning
10722,Tillverkning av kex och konserverade bakverk
1073,Tillverkning av pastaprodukter
10730,Tillverkning av pastaprodukter
108,Annan livsmedelsframställning
1081,Sockertillverkning
10810,Sockertillverkning
1082,"Tillverkning av choklad, choklad- och sockerkonfektyrer"
10821,Tillverkning av sockerkonfektyrer
10822,Tillverkning av choklad och chokladkonfektyrer
1083,Framställning av te och kaffe
10830,Framställning av te och kaffe
1084,"Tillverkning av senap, ketchup, kryddor och andra smaksättningsmedel"
10840,"Tillverkning av senap, ketchup, kryddor och andra smaksättningsmedel"
1085,Tillverkning av lagad mat och färdigrätter
10850,Tillverkning av lagad mat och färdigrätter
1086,Tillverkning av homogeniserade livsmedelspreparat inklusive dietmat
10860,Tillverkning av homogeniserade livsmedelspreparat inklusive dietmat
1089,Framställning av andra livsmedel
10890,Framställning av andra livsmedel
109,Framställning av beredda djurfoder
1091,Framställning av beredda fodermedel
10910,Framställning av beredda fodermedel
1092,Framställning av mat till sällskapsdjur
10920,Framställning av mat till sällskapsdjur
11,Framställning av drycker
110,Framställning av drycker
1101,"Destillering, rening och tillblandning av spritdrycker"
11010,"Destillering, rening och tillblandning av spritdrycker"
1102,Framställning av vin från druvor
11020,Framställning av vin från druvor
1103,Framställning av cider och andra fruktviner
11030,Framställning av cider och andra fruktviner
1104,Framställning av andra icke-destillerade jästa drycker
11040,Framställning av andra icke-destillerade jästa drycker
1105,Framställning av öl
11050,Framställning av öl
1106,Framställning av malt
11060,Framställning av malt
1107,"Framställning av läskedrycker, mineralvatten och annat vatten på flaska"
11070,"Framställning av läskedrycker, mineralvatten och annat vatten på flaska"
12,Tobaksvarutillverkning
120,Tobaksvarutillverkning
1200,Tobaksvarutillverkning
12000,Tobaksvarutillverkning
13,Textilvarutillverkning
131,Garntillverkning
1310,Garntillverkning
13100,Garntillverkning
132,Vävnadstillverkning
1320,Vävnadstillverkning
13200,Vävnadstillverkning
133,"Blekning, färgning och annan textilberedning"
1330,"Blekning, färgning och annan textilberedning"
13300,"Blekning, färgning och annan textilberedning"
139,Annan textilietillverkning
1391,Tillverkning av trikåväv
13910,Tillverkning av trikåväv
1392,Tillverkning av sydda textilvaror utom beklädnadsvaror
13921,"Sömnad av gardiner, sängkläder och linnevaror"
13922,"Tillverkning av presenningar, tält, segel o.d."
1393,Tillverkning av mattor
13930,Tillverkning av mattor
1394,Tågvirkes- och bindgarnstillverkning
13940,Tågvirkes- och bindgarnstillverkning
1395,Tillverkning av bondad duk
13950,Tillverkning av bondad duk
1396,Tillverkning av andra tekniska textilier och industritextilier
13960,Tillverkning av andra tekniska textilier och industritextilier
1399,Övrig textilietillverkning
13990,Övrig textilietillverkning
14,Tillverkning av kläder
141,"Tillverkning av kläder, utom pälsvaror"
1411,Tillverkning av läder- och skinnkläder
14110,Tillverkning av läder- och skinnkläder
1412,"Tillverkning av arbets-, skydds- och överdragskläder"
14120,"Tillverkning av arbets-, skydds- och överdragskläder"
1413,Tillverkning av andra gång- och ytterkläder
14130,Tillverkning av andra gång- och ytterkläder
1414,"Tillverkning av underkläder, skjortor och blusar"
14140,"Tillverkning av underkläder, skjortor och blusar"
1419,Tillverkning av andra beklädnadsvaror och tillbehör
14190,Tillverkning av andra beklädnadsvaror och tillbehör
142,Tillverkning av pälsvaror
1420,Tillverkning av pälsvaror
14200,Tillverkning av pälsvaror
143,Tillverkning av trikåvaror
1431,Tillverkning av strumpor
14310,Tillverkning av strumpor
1439,Tillverkning av andra trikåvaror
14390,Tillverkning av andra trikåvaror
15,"Tillverkning av läder, läder- och skinnvaror m.m."
151,"Garvning och annan läderberedning; tillverkning av reseffekter, handväskor, sadel- och seldon; pälsberedning"
1511,Garvning och annan läderberedning; pälsberedning
15110,Garvning och annan läderberedning; pälsberedning
1512,"Tillverkning av reseffekter, handväskor, sadel- och seldon m. m."
15120,"Tillverkning av reseffekter, handväskor, sadel- och seldon m. m."
152,Tillverkning av skodon
1520,Tillverkning av skodon
15200,Tillverkning av skodon
16,"Tillverkning av trä och varor av trä, kork, rotting o.d. utom möbler"
161,Sågning och hyvling av trä
1610,Sågning och hyvling av trä
16101,Sågning av trä
16102,Hyvling av trä
16103,Träimpregnering
162,"Tillverkning av varor av trä, kork, halm, rotting o.d."
1621,Tillverkning av fanér och träbaserade skivor
16210,Tillverkning av fanér och träbaserade skivor
1622,Tillverkning av sammansatta parkettgolv
16220,Tillverkning av sammansatta parkettgolv
1623,Tillverkning av andra byggnads- och inredningssnickerier
16231,Tillverkning av monteringsfärdiga trähus
16232,Tillverkning av dörrar av trä
16233,Tillverkning av fönster av trä
16239,Tillverkning av övriga byggnads- och inredningssnickerier
1624,Träförpackningstillverkning
16240,Träförpackningstillverkning
1629,"Övrig trävarutillverkning; tillverkning av varor av kork, halm, rotting o.d."
16291,Tillverkning av förädlade trädbränslen
16292,Övrig trävarutillverkning
16293,"Tillverkning av varor av kork, halm, rotting o.d."
17,Pappers- och pappersvarutillverkning
171,"Massa-, pappers- och papptillverkning"
1711,Massatillverkning
17111,Tillverkning av mekanisk eller halvkemisk massa
17112,Sulfatmassatillverkning
17113,Sulfitmassatillverkning
1712,Pappers- och papptillverkning
17121,Tillverkning av tidnings- och journalpapper
17122,"Tryckpapperstillverkning, ej tidnings- och journalpapper"
17123,Tillverkning av kraftpapper och kraftpapp
17129,Övrig tillverkning av papper och papp
172,Tillverkning av pappers- och pappvaror
1721,Tillverkning av wellpapp och pappers- och pappförpackningar
17211,Tillverkning av wellpapp och wellpappförpackningar
17219,Övrig tillverkning av pappers- och pappförpackningar
1722,Tillverkning av hushålls- och hygienartiklar av papper
17220,Tillverkning av hushålls- och hygienartiklar av papper
1723,"Tillverkning av skrivpapper, kuvert o.d."
17230,"Tillverkning av skrivpapper, kuvert o.d."
1724,Tapettillverkning
17240,Tapettillverkning
1729,Tillverkning av andra pappers- och pappvaror
17290,Tillverkning av andra pappers- och pappvaror
18,Grafisk produktion och reproduktion av inspelningar
181,Grafisk produktion
1811,Tryckning av dagstidningar
18110,Tryckning av dagstidningar
1812,Annan tryckning
18121,Tryckning av tidskrifter
18122,Tryckning av böcker och övriga trycksaker
1813,Grafiska tjänster före tryckning (prepress/premedia)
18130,Grafiska tjänster före tryckning (prepress/premedia)
1814,Bokbindning och andra tjänster i samband med tryckning
18140,Bokbindning och andra tjänster i samband med tryckning
182,Reproduktion av inspelningar
1820,Reproduktion av inspelningar
18200,Reproduktion av inspelningar
19,Tillverkning av stenkolsprodukter och raffinerade petroleumprodukter
191,Tillverkning av stenkolsprodukter
1910,Tillverkning av stenkolsprodukter
19100,Tillverkning av stenkolsprodukter
192,Petroleumraffinering
1920,Petroleumraffinering
19200,Petroleumraffinering
20,Tillverkning av kemikalier och kemiska produkter
201,"Tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form"
2011,Industrigasframställning
20110,Industrigasframställning
2012,Tillverkning av färgämnen
20120,Tillverkning av färgämnen
2013,Tillverkning av andra oorganiska baskemikalier
20130,Tillverkning av andra oorganiska baskemikalier
2014,Tillverkning av andra organiska baskemikalier
20140,Tillverkning av andra organiska baskemikalier
2015,Tillverkning av gödselmedel och kväveprodukter
20150,Tillverkning av gödselmedel och kväveprodukter
2016,Basplastframställning
20160,Basplastframställning
2017,Tillverkning av syntetiskt basgummi
20170,Tillverkning av syntetiskt basgummi
202,Tillverkning av bekämpningsmedel och andra lantbrukskemiska produkter
2020,Tillverkning av bekämpningsmedel och andra lantbrukskemiska produkter
20200,Tillverkning av bekämpningsmedel och andra lantbrukskemiska produkter
203,"Tillverkning av färg, lack, tryckfärg m.m."
2030,"Tillverkning av färg, lack, tryckfärg m.m."
20300,"Tillverkning av färg, lack, tryckfärg m.m."
204,"Tillverkning av rengöringsmedel, parfym och toalettartiklar"
2041,"Tillverkning av tvål, såpa, tvättmedel och polermedel"
20410,"Tillverkning av tvål, såpa, tvättmedel och polermedel"
2042,Tillverkning av parfymer och toalettartiklar
20420,Tillverkning av parfymer och toalettartiklar
205,Tillverkning av andra kemiska produkter
2051,Sprängämnestillverkning
20510,Sprängämnestillverkning
2052,Tillverkning av lim
20520,Tillverkning av lim
2053,Tillverkning av eteriska oljor
20530,Tillverkning av eteriska oljor
2059,Tillverkning av övriga kemiska produkter
20590,Tillverkning av övriga kemiska produkter
206,Konstfibertillverkning
2060,Konstfibertillverkning
20600,Konstfibertillverkning
21,Tillverkning av farmaceutiska basprodukter och läkemedel
211,Tillverkning av farmaceutiska basprodukter
2110,Tillverkning av farmaceutiska basprodukter
21100,Tillverkning av farmaceutiska basprodukter
212,Tillverkning av läkemedel
2120,Tillverkning av läkemedel
21200,Tillverkning av läkemedel
22,Tillverkning av gummi- och plastvaror
221,Tillverkning av gummivaror
2211,Tillverkning av däck och slangar; regummering
22110,Tillverkning av däck och slangar; regummering
2219,Annan gummivarutillverkning
22190,Annan gummivarutillverkning
222,Plastvarutillverkning
2221,Tillverkning av plasthalvfabrikat
22210,Tillverkning av plasthalvfabrikat
2222,Plastförpackningstillverkning
22220,Plastförpackningstillverkning
2223,Byggplastvarutillverkning
22230,Byggplastvarutillverkning
2229,Annan plastvarutillverkning
22290,Annan plastvarutillverkning
23,Tillverkning av andra icke-metalliska mineraliska produkter
231,Glas- och glasvarutillverkning
2311,Framställning av planglas
23110,Framställning av planglas
2312,Bearbetning av planglas
23120,Bearbetning av planglas
2313,"Tillverkning av buteljer, glasförpackningar och husgeråd av glas"
23130,"Tillverkning av buteljer, glasförpackningar och husgeråd av glas"
2314,Tillverkning av glasfiber
23140,Tillverkning av glasfiber
2319,Tillverkning av andra glasvaror inklusive tekniska glasvaror
23190,Tillverkning av andra glasvaror inklusive tekniska glasvaror
232,Tillverkning av eldfasta produkter
2320,Tillverkning av eldfasta produkter
23200,Tillverkning av eldfasta produkter
233,Tillverkning av byggmaterial av lergods
2331,Tillverkning av keramiska golv- och väggplattor
23310,Tillverkning av keramiska golv- och väggplattor
2332,"Tillverkning av murtegel, takpannor och andra byggvaror av tegel"
23320,"Tillverkning av murtegel, takpannor och andra byggvaror av tegel"
234,Tillverkning av andra porslinsprodukter och keramiska produkter
2341,Tillverkning av keramiska hushålls- och prydnadsartiklar
23410,Tillverkning av keramiska hushålls- och prydnadsartiklar
2342,Tillverkning av keramiska sanitetsartiklar
23420,Tillverkning av keramiska sanitetsartiklar
2343,Tillverkning av keramiska isolatorer o.d.
23430,Tillverkning av keramiska isolatorer o.d.
2344,Tillverkning av andra tekniska keramiska produkter
23440,Tillverkning av andra tekniska keramiska produkter
2349,Tillverkning av andra keramiska produkter
23490,Tillverkning av andra keramiska produkter
235,"Tillverkning av cement, kalk och gips"
2351,Tillverkning av cement
23510,Tillverkning av cement
2352,Tillverkning av kalk och gips
23520,Tillverkning av kalk och gips
236,"Tillverkning av varor av betong, cement och gips"
2361,Tillverkning av betongvaror  för byggändamål
23610,Tillverkning av betongvaror  för byggändamål
2362,Tillverkning av gipsvaror  för byggändamål
23620,Tillverkning av gipsvaror  för byggändamål
2363,Tillverkning av fabriksblandad betong
23630,Tillverkning av fabriksblandad betong
2364,Tillverkning av murbruk
23640,Tillverkning av murbruk
2365,Tillverkning av fibercementvaror
23650,Tillverkning av fibercementvaror
2369,"Tillverkning av andra varor av betong, cement och gips"
23690,"Tillverkning av andra varor av betong, cement och gips"
237,"Huggning, formning och slutlig bearbetning av sten"
2370,"Huggning, formning och slutlig bearbetning av sten"
23701,"Huggning, formning och slutlig bearbetning av sten för byggnadsändamål"
23709,"Huggning, formning och slutlig bearbetning av sten för prydnadsändamål"
239,Tillverkning av slipmedel och övriga icke-metalliska mineraliska produkter
2391,Slipmedelstillverkning
23910,Slipmedelstillverkning
2399,Tillverkning av övriga icke-metalliska mineraliska produkter
23991,Tillverkning av varor av sten- och mineralull
23999,Diverse övrig tillverkning av icke-metalliska mineraliska produkter
24,Stål- och metallframställning
241,Framställning av järn och stål samt ferrolegeringar
2410,Framställning av järn och stål samt ferrolegeringar
24100,Framställning av järn och stål samt ferrolegeringar
242,"Tillverkning av rör, ledningar, ihåliga profiler och tillbehör av stål"
2420,"Tillverkning av rör, ledningar, ihåliga profiler och tillbehör av stål"
24200,"Tillverkning av rör, ledningar, ihåliga profiler och tillbehör av stål"
243,Annan primärbearbetning av stål
2431,Tillverkning av kalldragen stålstång
24310,Tillverkning av kalldragen stålstång
2432,Tillverkning av kallvalsade stålband
24320,Tillverkning av kallvalsade stålband
2433,Tillverkning av andra kallformade produkter av stål
24330,Tillverkning av andra kallformade produkter av stål
2434,Tillverkning av kalldragen ståltråd
24340,Tillverkning av kalldragen ståltråd
244,Framställning av andra metaller än järn
2441,Framställning av ädla metaller
24410,Framställning av ädla metaller
2442,Framställning av aluminium
24420,Framställning av aluminium
2443,"Framställning av bly, zink och tenn"
24430,"Framställning av bly, zink och tenn"
2444,Framställning av koppar
24440,Framställning av koppar
2445,Framställning av andra metaller
24450,Framställning av andra metaller
2446,Tillverkning av kärnbränsle
24460,Tillverkning av kärnbränsle
245,Gjutning av metall
2451,Gjutning av järn
24510,Gjutning av järn
2452,Gjutning av stål
24520,Gjutning av stål
2453,Gjutning av lättmetall
24530,Gjutning av lättmetall
2454,Gjutning av andra metaller
24540,Gjutning av andra metaller
25,Tillverkning av metallvaror utom maskiner och apparater
251,Byggnadsmetallvarutillverkning
2511,Tillverkning av metallstommar och delar därav
25110,Tillverkning av metallstommar och delar därav
2512,Tillverkning av dörrar och fönster av metall
25120,Tillverkning av dörrar och fönster av metall
252,"Tillverkning av cisterner, tankar, kar och andra behållare av metall"
2521,Tillverkning av radiatorer och pannor för centraluppvärmning
25210,Tillverkning av radiatorer och pannor för centraluppvärmning
2529,"Tillverkning av andra cisterner, tankar, kar och andra behållare av metall"
25290,"Tillverkning av andra cisterner, tankar, kar och andra behållare av metall"
253,Tillverkning av ånggeneratorer utom varmvattenpannor för centraluppvärmning
2530,Tillverkning av ånggeneratorer utom varmvattenpannor för centraluppvärmning
25300,Tillverkning av ånggeneratorer utom varmvattenpannor för centraluppvärmning
254,Tillverkning av vapen och ammunition
2540,Tillverkning av vapen och ammunition
25400,Tillverkning av vapen och ammunition
255,"Smidning, pressning, prägling och valsning av metall; pulvermetallurgi"
2550,"Smidning, pressning, prägling och valsning av metall; pulvermetallurgi"
25500,"Smidning, pressning, prägling och valsning av metall; pulvermetallurgi"
256,Beläggning och överdragning av metall; metallegoarbeten
2561,Beläggning och överdragning av metall
25610,Beläggning och överdragning av metall
2562,Metallegoarbeten
25620,Metallegoarbeten
257,"Tillverkning av bestick, verktyg och andra järnhandelsvaror"
2571,Tillverkning av bestick
25710,Tillverkning av bestick
2572,Tillverkning av lås och gångjärn
25720,Tillverkning av lås och gångjärn
2573,Tillverkning av verktyg och redskap
25730,Tillverkning av verktyg och redskap
259,Annan metallvarutillverkning
2591,Tillverkning av stålfat o.d. behållare
25910,Tillverkning av stålfat o.d. behållare
2592,Tillverkning av lättmetallförpackningar
25920,Tillverkning av lättmetallförpackningar
2593,"Tillverkning av metalltrådvaror, kedjor och fjädrar"
25930,"Tillverkning av metalltrådvaror, kedjor och fjädrar"
2594,Tillverkning av nitar och skruvar
25940,Tillverkning av nitar och skruvar
2599,Övrig metallvarutillverkning
25991,"Tillverkning av diskbänkar, sanitetsgods m. m. av metall för byggändamål"
25999,Diverse övrig metallvarutillverkning
26,"Tillverkning av datorer, elektronikvaror och optik"
261,Tillverkning av elektroniska komponenter och kretskort
2611,Tillverkning av elektroniska komponenter
26110,Tillverkning av elektroniska komponenter
2612,Tillverkning av kretskort
26120,Tillverkning av kretskort
262,Tillverkning av datorer och kringutrustning
2620,Tillverkning av datorer och kringutrustning
26200,Tillverkning av datorer och kringutrustning
263,Tillverkning av kommunikationsutrustning
2630,Tillverkning av kommunikationsutrustning
26300,Tillverkning av kommunikationsutrustning
264,Tillverkning av hemelektronik
2640,Tillverkning av hemelektronik
26400,Tillverkning av hemelektronik
265,"Tillverkning av instrument och apparater för mätning, provning och navigering samt ur"
2651,"Tillverkning av instrument och apparater för mätning, provning och navigering"
26510,"Tillverkning av instrument och apparater för mätning, provning och navigering"
2652,Urtillverkning
26520,Urtillverkning
266,Tillverkning av strålningsutrustning samt elektromedicinsk och elektroterapeutisk utrustning
2660,Tillverkning av strålningsutrustning samt elektromedicinsk och elektroterapeutisk utrustning
26600,Tillverkning av strålningsutrustning samt elektromedicinsk och elektroterapeutisk utrustning
267,Tillverkning av optiska instrument och fotoutrustning
2670,Tillverkning av optiska instrument och fotoutrustning
26700,Tillverkning av optiska instrument och fotoutrustning
268,Tillverkning av magnetiska och optiska medier
2680,Tillverkning av magnetiska och optiska medier
26800,Tillverkning av magnetiska och optiska medier
27,Tillverkning av elapparatur
271,"Tillverkning av elmotorer, generatorer och transformatorer samt eldistributions- och elkontrollapparater"
2711,"Tillverkning av elmotorer, generatorer och transformatorer"
27110,"Tillverkning av elmotorer, generatorer och transformatorer"
2712,Tillverkning av eldistributions- och elkontrollapparater
27120,Tillverkning av eldistributions- och elkontrollapparater
272,Batteri- och ackumulatortillverkning
2720,Batteri- och ackumulatortillverkning
27200,Batteri- och ackumulatortillverkning
273,Tillverkning av ledningar och kablar och kabeltillbehör
2731,Tillverkning av optiska fiberkablar
27310,Tillverkning av optiska fiberkablar
2732,Tillverkning av andra elektroniska och elektriska ledningar och kablar
27320,Tillverkning av andra elektroniska och elektriska ledningar och kablar
2733,Tillverkning av kabeltillbehör
27330,Tillverkning av kabeltillbehör
274,Tillverkning av belysningsarmatur
2740,Tillverkning av belysningsarmatur
27400,Tillverkning av belysningsarmatur
275,Tillverkning av hushållsmaskiner och hushållsapparater
2751,Tillverkning av elektriska hushållsmaskiner och hushållsapparater
27510,Tillverkning av elektriska hushållsmaskiner och hushållsapparater
2752,Tillverkning av icke-elektriska hushållsmaskiner och hushållsapparater
27520,Tillverkning av icke-elektriska hushållsmaskiner och hushållsapparater
279,Tillverkning av annan elapparatur
2790,Tillverkning av annan elapparatur
27900,Tillverkning av annan elapparatur
28,Tillverkning av övriga maskiner
281,Tillverkning av maskiner för allmänt ändamål
2811,Tillverkning av motorer och turbiner utom för luftfartyg och fordon
28110,Tillverkning av motorer och turbiner utom för luftfartyg och fordon
2812,Tillverkning av fluidteknisk utrustning
28120,Tillverkning av fluidteknisk utrustning
2813,Tillverkning av andra pumpar och kompressorer
28130,Tillverkning av andra pumpar och kompressorer
2814,Tillverkning av andra kranar och ventiler
28140,Tillverkning av andra kranar och ventiler
2815,"Tillverkning av lager, kugghjul och andra delar för kraftöverföring"
28150,"Tillverkning av lager, kugghjul och andra delar för kraftöverföring"
282,Tillverkning av andra maskiner för allmänt ändamål
2821,Tillverkning av ugnar och brännare
28210,Tillverkning av ugnar och brännare
2822,Tillverkning av lyft- och godshanteringsanordningar
28220,Tillverkning av lyft- och godshanteringsanordningar
2823,Tillverkning av kontorsmaskiner och kontorsutrustning (utom datorer och kringutrustning)
28230,Tillverkning av kontorsmaskiner och kontorsutrustning (utom datorer och kringutrustning)
2824,Tillverkning av motordrivna handverktyg
28240,Tillverkning av motordrivna handverktyg
2825,Tillverkning av maskiner och apparater för kyla och ventilation utom för hushåll
28250,Tillverkning av maskiner och apparater för kyla och ventilation utom för hushåll
2829,Övrig tillverkning av maskiner för allmänt ändamål
28290,Övrig tillverkning av maskiner för allmänt ändamål
283,Tillverkning av jord- och skogsbruksmaskiner
2830,Tillverkning av jord- och skogsbruksmaskiner
28300,Tillverkning av jord- och skogsbruksmaskiner
284,Tillverkning av maskiner för metallbearbetning och verktygsmaskiner
2841,Tillverkning av verktygsmaskiner för metallbearbetning
28410,Tillverkning av verktygsmaskiner för metallbearbetning
2849,Tillverkning av övriga verktygsmaskiner
28490,Tillverkning av övriga verktygsmaskiner
289,Tillverkning av andra specialmaskiner
2891,Tillverkning av maskiner för metallurgi
28910,Tillverkning av maskiner för metallurgi
2892,"Tillverkning av gruv-, bergbrytnings- och byggmaskiner"
28920,"Tillverkning av gruv-, bergbrytnings- och byggmaskiner"
2893,"Tillverkning av maskiner för framställning av livsmedel, drycker och tobaksvaror"
28930,"Tillverkning av maskiner för framställning av livsmedel, drycker och tobaksvaror"
2894,"Tillverkning av maskiner för produktion av textil-, beklädnads- och lädervaror"
28940,"Tillverkning av maskiner för produktion av textil-, beklädnads- och lädervaror"
2895,"Tillverkning av maskiner för produktion av massa, papper och papp"
28950,"Tillverkning av maskiner för produktion av massa, papper och papp"
2896,Tillverkning av maskiner för gummi och plast
28960,Tillverkning av maskiner för gummi och plast
2899,Tillverkning av övriga specialmaskiner
28990,Tillverkning av övriga specialmaskiner
