vardekod,vardebenamning
0480,Nyköping
048002,Nyköping
048005,Tunaberg
048007,Kiladalen
048010,Stigtomta-Vrena
048019,Rönö
048020,Tystbergabygden
0481,Oxelösund
048101,Oxelösund
0482,Flen
048201,"Flen, Helgesta-Hyltinge"
048205,Dunker-Lilla Malma
048207,Mellösa
048208,Bettna
0483,Katrineholm
048301,Katrineholmsbygden
048302,Björkvik
0484,Eskilstuna
048402,S:t Johannes
048403,Torshälla
048410,Hällby förs. med Tumbo och Råby-Rekarne
048413,Västra Rekarne
048417,Näshulta
048418,Husby-Rekarne
048420,Stenkvista-Ärla
048421,Kafjärden
048422,Tunafors
048423,S:t Ansgar
0486,Strängnäs
048601,Strängnäs domkyrkoförs. med Aspö
048604,Mariefred
048606,Åker-Länna
048607,Stallarholmen
048614,Vårfruberga-Härad
0488,Trosa
048802,Trosa
05,Östergötland
0509,Ödeshög
050902,Ödeshög
0512,Ydre
051201,Norra Ydre
051203,Sund-Svinhult
051204,Västra Ryd
0513,Kinda
051301,Tidersrum
051302,Kisa
051303,Västra Eneby
051304,Horn
051305,Hycklinge
051309,Rimforsa
0560,Boxholm
056002,Boxholm
0561,Åtvidaberg
056101,Åtvid
0562,Finspång
056201,Finspång
0563,Valdemarsvik
056301,Valdemarsvik
056302,Ringarum
0580,Linköping
058001,Linköpings domkyrkoförs.
058002,Linköpings S:t Lars
058003,Landeryd
058004,Slaka
058005,Kärna
058008,Vist
058009,Vårdnäs
058010,Skeda
058011,Nykil-Gammalkil
058012,Ulrika
058018,Vikingstad
058019,Vreta kloster
058024,Åkerbo
058033,Linköpings Berga
058034,Linköpings Johannelund
058035,Linköpings Skäggetorp
058036,Linköpings Ryd
058037,Gottfridsberg
058038,Lambohov
058039,Tannefors
0581,Norrköping
058102,Norrköpings S:t Olof
058104,Kolmården
058105,Norrköpings Borg
058106,Norrköpings S:t Johannes
058119,Västra Vikbolandet
058125,Östra Husby
058127,Jonsberg
0582,Söderköping
058201,Söderköping S:t Anna
058204,Östra Ryd
0583,Motala
058301,Motala
058303,Västra Ny
058304,Godegård
058306,Borensberg
058307,Klockrike
058309,Fornåsa
058322,Tjällmo
058324,Aska
0584,Vadstena
058401,Vadstena
058408,Dal
0586,Mjölby
058601,Mjölby
058603,Skänninge
058612,Väderstad
058616,Östra Tollstad
058618,Vifolka
06,Jönköping
0604,Aneby
060402,Aneby
060403,Askeryd
060405,Frinnaryd
060406,Lommaryd
060408,Haurida-Vireda
0617,Gnosjö
061701,Källeryd
061702,Åsenhöga
061703,Kävsjö
061704,Kulltorp
061705,Gnosjö
0642,Mullsjö
064203,Mullsjö-Sandhem
0643,Habo
064301,Habo
064302,Gustav Adolf
064303,Brandstorp
0662,Gislaved
066201,Gislaved
066202,Våthult
066203,Bosebo
066204,Anderstorp
066208,Norra Hestra
066209,Villstad
066210,Burseryd
066216,Västbo S:t Sigfrid
0665,Vaggeryd
066501,Byarum-Bondstorp
066503,Skillingaryd
066506,Svenarum
0680,Jönköping
068002,Jönköping
068005,Huskvarna
068006,Hakarp
068007,Gränna
068008,Norrahammar
068009,Visingsö
068010,Skärstad-Ölmstad
068014,Lekeryd
068015,Rogberga-Öggestorp
068016,Barnarp-Ödestugu
068019,Månsarp
068020,Bankeryd
068021,Norra Mo
0682,Nässjö
068201,Nässjö
068203,Norra Sandsjö
068204,Bringetofta
068205,Norra Solberga-Flisby
068207,Barkeryd-Forserum
068209,Malmbäck
068210,Almesåkra
0683,Värnamo
068301,Värnamo
068302,Bredaryd
068306,Forshedabygden
068309,Tånnö
068310,Voxtorp
068311,Gällaryd
068312,Rydaholm
0684,Sävsjö
068401,Sävsjö
068403,Vrigstad-Hylletofta
068406,Stockaryd
0685,Vetlanda
068501,Vetlanda
068503,Bäckseda
068504,Näsby
068509,Korsberga
068514,"Nye, Näshult och Stenberga"
068515,Alseda
068519,Björkö
068520,Nävelsjö
068521,Lannaskede
068524,Ekenässjön
0686,Eksjö
068601,Eksjö
068602,Hässleby-Kråkshult
068605,Ingatorp-Bellö
068606,Hult-Edshult
068608,Mellby
068609,Höreda
0687,Tranås
068701,Säby
068702,Adelöv
068703,Linderås
07,Kronoberg
0760,Uppvidinge
076001,Åseda
076003,Lenhovda-Herråkra
076004,Nottebäck
076005,Älghult
0761,Lessebo
076102,Lessebo
0763,Tingsryd
076301,Tingsås
076302,Almundsryd
076303,Älmeboda
076304,Linneryd
076305,Södra Sandsjö
076306,Väckelsång
076307,Urshult
0764,Alvesta
076401,Alvesta
076405,Moheda
076406,Slätthög
076407,Mistelås
076409,Vislanda-Blädinge
076410,Skatelöv
076411,Västra Torsås
0765,Älmhult
076501,Älmhult
076503,Virestad-Härlunda
076504,Stenbrohult
076505,Göteryd
076506,Pjätteryd
076507,Hallaryd
0767,Markaryd
076701,Markaryd
076702,Hinneryd
076703,Traryd
0780,Växjö
078001,Växjö stads- och domkyrkoförs.
078003,Sjösås
078006,Dädesjö
078007,Hemmesjö-Furuby
078008,Ingelstad
078012,Kalvsvik
078013,Tävelsås
078015,Vederslöv
078016,Gemla
078018,Öjaby
078020,Gårdsby
078021,Söraby
078024,Lammhult
0781,Ljungby
078101,Ljungby
078102,Agunnaryd
078103,Ryssby
078104,Tutaryd
078107,Södra Ljunga
078108,Berga
078109,Dörarp
078110,Vittaryd
078111,Angelstad
078112,Annerstad
078114,Torpa
078115,Vrå
078116,Lidhult
078117,Odensjö
078118,Bolmsö
078119,Tannåker
078120,Ljungby Maria
08,Kalmar
0821,Högsby
082101,Fågelfors
082102,Högsby
082103,Långemåla
082104,Fagerhult
0834,Torsås
083401,Gullabo
083402,Torsås
083404,Söderåkra
0840,Mörbylånga
084001,Resmo-Vickleby
084003,Mörbylånga-Kastlösa
084005,Hulterstad-Stenåsa
084008,Sydöland
084014,Glömminge-Algutsrum
084015,Torslunda
084016,"Norra Möckleby, Sandby och Gårdby"
0860,Hultsfred
086001,Hultsfred
086002,Lönneberga
086003,Målilla med Gårdveda
086004,Järeda
086005,Virserum
086006,Vena
086008,Mörlunda-Tveta
0861,Mönsterås
086101,Mönsterås
086102,Fliseryd
086103,Ålem
0862,Emmaboda
086201,Emmaboda
086202,Vissefjärda
086203,Algutsboda
086204,Långasjö
0880,Kalmar
088001,Kalmar domkyrkoförs.
088002,Förlösa-Kläckeberga
088003,Dörby
088004,Hossmo
088005,Ryssby
088006,Åby
088008,Ljungby
088009,Arby-Hagby
088011,Halltorp-Voxtorp
088013,Karlslunda-Mortorp
088015,Kalmar S:t Johannes
088016,Heliga Korset
088017,S:ta Birgitta
088018,Två systrar
0881,Nybro
088101,Nybro-S:t Sigfrid
088102,Kråksmåla
088103,Bäckebo
088104,Kristvalla
088105,Madesjö
088106,Örsjö
088108,Oskar
088109,Hälleberga
0882,Oskarshamn
088201,Oskarshamn
088203,Misterhult
088205,Döderhult
0883,Västervik
088301,Västervik
088302,Törnsfall
088303,Gladhammar-Västrum
088305,Ukna
088306,Dalhem
088307,Överum
088308,Västra Ed
088309,Loftahammar
088310,Lofta
088311,Gamleby
088312,Odensvi
088314,Hallingeberg-Blackstad
088315,Hjorted
0884,Vimmerby
088401,Vimmerby
088403,Rumskulla
088404,Pelarne
088405,Frödinge
088406,Locknevi
088408,Södra Vi-Djursdala
088409,Tuna
0885,Borgholm
088501,Borgholm
088502,Föra-Alböke-Löt
088507,Köpingsvik
088509,Räpplinge-Högsrum
088510,"Gärdslösa, Långlöt och Runsten"
088514,Nordöland
09,Gotland
0980,Gotland
098001,Visby domkyrkoförs.
098002,Othem-Boge
098004,Fårö
098005,"Bunge, Rute och Fleringe"
098010,Forsa
098015,Stenkyrka
098018,Väskinde
098025,Gothem
098029,Dalhem
098030,Barlingbo
098031,Endre
098032,Hejdeby
098033,Follingbo
098034,Akebäck
098035,Roma
098036,Björke
098040,Vänge
098047,Östergarn
098048,Stenkumla
098050,"Vall, Hogrän och Atlingbo"
098055,Eskelhem-Tofta
098057,"Sanda, Västergarn och Mästerby"
098059,Väte
098060,Hejde
098061,Klinte
098062,Fröjel
098063,Eksta
098064,Sproge
098065,Garde
098071,När-Lau
098073,Stånga-Burs
098074,Lojsta
098075,Linde
098076,"Alva, Hemse och Rone"
098079,Fardhem
098080,Gerum
098081,Levide
098084,Havdhem
098089,Hoburg
10,Blekinge
1060,Olofström
106002,Jämshög
106003,Kyrkhult
1080,Karlskrona
108001,Karlskrona stadsförs.
108002,Karlskrona amiralitetsförs.
108004,Aspö
108006,Lyckå
108008,Kristianopel
108009,Jämjö
108010,Torhamn
108011,Sturkö
108012,Ramdala
108014,Rödeby
108015,Fridlevstad
108018,Nättraby-Hasslö
1081,Ronneby
108101,Ronneby
108110,Bräkne-Hoby
1082,Karlshamn
108201,Karlshamn
108205,Asarum-Ringamåla
108206,Mörrum-Elleholm
1083,Sölvesborg
108301,Sölvesborg
108304,Mjällby
12,Skåne
1214,Svalöv
121402,Svalöv
121405,Kågeröd-Röstånga
121408,Billeberga-Sireköpinge
121410,Teckomatorp
1230,Staffanstorp
123006,Uppåkra
123013,S:t Staffan
1231,Burlöv
123101,Burlöv
1233,Vellinge
123304,Vellinge-Månstorp
123305,Skanör-Falsterbo
123309,Höllviken
1256,Östra Göinge
125601,Knislinge-Gryt
125603,Kviinge
125604,Glimåkra-Hjärsås
125606,Broby-Emmislöv
1257,Örkelljunga
125701,Örkelljunga
125702,Rya
125703,Skånes-Fagerhult
1260,Bjuv
126001,Bjuv
1261,Kävlinge
126101,Kävlinge
126103,Dösjebro
126104,Lackalänga-Stävie
126112,Löddebygden
1262,Lomma
126201,Lomma
126205,Bjärred
1263,Svedala
126301,Svedala
126307,Värby
1264,Skurup
126401,Skurup
126406,Skivarp
126412,Villie
1265,Sjöbo
126503,Sjöbo
126505,Blentarp
126510,Lövestad
126511,Vollsjö
1266,Hörby
126602,Hörby
1267,Höör
126702,Höör
126704,Ringsjö
1270,Tomelilla
127005,Tomelillabygden
127009,Smedstorp
127014,Brösarp-Tranås
1272,Bromölla
127201,Ivetofta-Gualöv
127203,Näsum
1273,Osby
127301,Osby-Visseltofta
127302,Örkened
127303,Loshult
1275,Perstorp
127501,Perstorp
1276,Klippan
127601,Klippan
127605,Riseberga-Färingtofta
127607,Östra Ljungby
1277,Åstorp
127701,Björnekulla-Västra Broby
127703,Kvidinge
1278,Båstad
127801,Båstad-Östra Karup
127802,Förslöv-Grevie
127804,Västra Karup-Hov
127806,Torekov
1280,Malmö
128002,Malmö S:t Petri
128006,Malmö S:t Johannes
128007,Limhamn
128008,Fosie
128010,Husie
128016,Hyllie
1281,Lund
128101,Lunds domkyrkoförs.
128102,S:t Peters kloster
128104,Lunds Allhelgonaförs.
128105,Norra Nöbbelöv
128113,Södra Sandby
128116,Dalby
128120,Genarp
128121,Veberöd
128124,Helgeand
128125,Lunds östra stadsförs.
128127,Torn
1282,Landskrona
128201,Landskrona
128204,Häljarp
1283,Helsingborg
128301,Helsingborgs Maria
128302,Helsingborgs Gustav Adolf
128303,Raus
128305,Välinge-Kattarp
128306,Allerum
128307,Fleninge
128309,Kropp
128316,Kvistofta
1284,Höganäs
128401,Höganäs
128402,Väsby
128403,Viken
128404,Brunnby
128405,Farhult-Jonstorp
1285,Eslöv
128501,Eslöv
128502,Östra Onsjö
128511,Marieholm
1286,Ystad
128601,Ystad-Sövestad
128605,Ljunits
128611,Stora Köpinge
128617,Löderup
1287,Trelleborg
128701,Trelleborg
128706,Hammarlöv
128715,Dalköpinge
128721,Källstorp
128731,Anderslöv
1290,Kristianstad
129001,Kristianstads Heliga Trefaldighet
129002,Norra Åsum
129005,Träne-Djurröd
129007,Vä-Skepparslöv
129008,Köpinge
129009,Nosaby
129014,Araslöv
129015,Åhus
129024,Fjälkinge
129029,Degeberga-Everöd
129032,Tollarp
129035,Oppmanna-Vånga
1291,Simrishamn
129101,Simrishamn
129107,Gärsnäs
129119,Kivik
1292,Ängelholm
129201,Ängelholm
129205,Munka Ljungby
129206,Strövelstorp
129209,Barkåkra
129211,Hjärnarp-Tåstarp
1293,Hässleholm
129301,Hässleholm
129305,Vinslöv
129310,Farstorp
129311,Verum
129312,Vittsjö
129313,Norra Åkarp
129314,Vankiva
129315,Sösdala
129319,Tyringe
13,Halland
1315,Hylte
131501,Torup
131504,Långaryd
131505,Färgaryd
131506,Femsjö
131507,Unnaryd
1380,Halmstad
138002,Halmstad
138003,Snöstorp
138005,Oskarström
138009,Söndrum-Vapnö
138011,Harplinge-Steninge
138014,Getinge-Rävinge
138015,Slättåkra-Kvibille
138019,Enslöv
1381,Laholm
138101,Laholm
138103,Hasslöv-Våxtorp
138105,Skummeslöv
138107,Ränneslöv-Ysby
138109,Knäred-Hishult
138111,Veinge-Tjärby
1382,Falkenberg
138201,Falkenberg
138202,Skrea
138206,Susedalen
138208,Stafsinge
138209,Morup
138211,Vinberg-Ljungby
138213,Vessige
138217,Okome
138220,Gunnarp
138221,Fagered
138222,Källsjö
138223,Ullared
138224,Älvsered
1383,Varberg
138301,Varberg
138302,Träslöv
138305,Himledalen
138310,Sibbarp-Dagsås
138311,Tvååker
138312,Spannarp
138313,Lindberga
138319,Veddige-Kungsäter
138320,Värö-Stråvalla
1384,Kungsbacka
138401,Kungsbacka-Hanhals
138402,Tölö
138403,Älvsåker
138404,Vallda
138405,Släp
138406,Frillesås
138407,Landa
138408,Ölmevalla
138409,Gällinge
138410,Idala
138412,Fjärås-Förlanda
138414,Onsala
138415,Kullavik
14,Västra Götaland
1401,Härryda
140101,Härryda
140102,Landvetter
140103,Råda
140104,Björketorp
1402,Partille
140201,Partille
140203,Sävedalen
140204,Furulund
1407,Öckerö
140701,Öckerö
1415,Stenungsund
141502,Norum
141503,Ödsmål
141504,Spekeröd-Ucklum
141505,Jörlanda
1419,Tjörn
141901,Valla
141902,Stenkyrka
141903,Rönnäng
141905,Klövedal
1421,Orust
142101,Tegneby
142102,Röra
142103,Stala
142104,Långelanda
142105,Myckleby
142106,Torp
142110,Morlanda
1427,Sotenäs
142701,Södra Sotenäs
142705,Hunnebostrand
142706,Tossene
1430,Munkedal
143001,Munkedal
1435,Tanum
143502,Tanum
143503,Lur
143504,Naverstad-Mo
143506,Kville
143507,Fjällbacka
143508,Bottna
143509,Svenneby
1438,Dals-Ed
143803,Dals-Ed
1439,Färgelanda
143901,Färgelanda-Högsäter
1440,Ale
144001,Nödinge
144003,Skepplanda-Hålanda
144005,Starrkärr-Kilanda
1441,Lerum
144101,Lerum
144102,Skallsjö
144103,Stora Lundby
144104,Östad
1442,Vårgårda
144201,Lena
144206,Hol
144208,Nårunga
144210,Asklanda
144214,Algutstorp
1443,Bollebygd
144301,Töllsjö
144302,Bollebygd
1444,Grästorp
144403,Särestad
144408,Flo
144409,Tengene
144410,Trökörna
144412,Fridhem
1445,Essunga
144502,Främmestad-Bäreberg
144504,Essunga
1446,Karlsborg
144601,Karlsborg
144602,Brevik
144603,Mölltorp
144604,Undenäs
1447,Gullspång
144701,Amnehärad
1452,Tranemo
145201,Tranemo
145206,Länghem
145208,Dalstorp
1460,Bengtsfors
146001,Ärtemark
146003,Laxarby-Vårvik
146005,Torrskog
146006,Steneby
1461,Mellerud
146101,Holm
146103,Bolstad
146107,Ör
146109,Skållerud
1462,Lilla Edet
146201,Fuxerna-Åsbräcka
146204,Lödöse
146206,Västerlanda
146207,Hjärtum
1463,Mark
146301,Kinna
146303,Örby-Skene
146304,Sätila
146305,Hyssna
146307,Fritsla-Skephult
146312,Västra Mark
146313,Öxnevalla
146314,Horred
146315,Istorp
146316,Älekulla
146317,Torestorp
146318,Öxabäck
1465,Svenljunga
146501,Svenljungabygden
146503,Mjöbäck-Holsljunga
146506,Kindaholm
146512,Sexdrega
1466,Herrljunga
146606,Herrljungabygden
1470,Vara
147001,Varabygden
1471,Götene
147101,Husaby
147102,Götene
147112,Källby
147118,Kinnekulle
1472,Tibro
147201,Tibro
147202,Ransberg
1473,Töreboda
147301,Töreboda
147302,Fredsberg-Bäck
147307,Fägre
147313,Hova-Älgarås
1480,Göteborg
148001,Domkyrkoförs. i Göteborg
148004,Nylöse
148005,Kortedala
148006,Härlanda
148007,Göteborgs Vasa
148008,Göteborgs Johanneberg
148009,Göteborgs Annedal
148010,Göteborgs Haga
148011,Göteborgs Oscar Fredrik
148012,Göteborgs Masthugg
148013,Göteborgs Carl Johan
148016,Örgryte
148017,Lundby
148020,Backa
148021,Högsbo
148022,Västra Frölunda
148023,Älvsborg
148024,Tynnered
148025,Tyska Christinae
148028,Torslanda-Björlanda
148031,Tuve-Säve
148032,Bergsjön
148033,Göteborgs S:t Pauli
148034,Angered
148036,Askim
148037,Styrsö
148038,Björkekärr
148041,Näset
1481,Mölndal
148101,Fässberg
148102,Kållered
148103,Lindome
148104,Stensjön
1482,Kungälv
148201,Kungälv-Ytterby
148203,Marstrand
148204,Harestad
148205,Torsby
148206,Lycke
148208,Romelanda
148209,Kareby
148210,Hålta
148211,Solberga
1484,Lysekil
148401,Lysekils södra
148405,Lysekils norra
1485,Uddevalla
148501,Uddevalla
148503,Ljungskile
148509,Bokenäset
148510,Herrestad
148511,Lane-Ryr
148512,Bäve
148513,Dalaberg
1486,Strömstad
148601,Strömstad
148602,Skee-Tjärnö
148606,Idefjorden
1487,Vänersborg
148701,Vänersborg och Väne-Ryr
148703,Gestad
148704,Brålanda
148705,Sundals-Ryr
148706,Frändefors
148707,Vänersnäs
148709,Västra Tunhem
1488,Trollhättan
148801,Trollhättan
148803,Åsaka-Björke
148804,Gärdhem
148807,Rommele
1489,Alingsås
148901,Alingsås
148908,Bjärke
148909,Hemsjö
148910,Ödenäs
1490,Borås
149001,Borås Caroli
149002,Borås Gustav Adolf
149003,Brämhult
149006,Toarp
149011,Fristad
149016,Sandhult-Bredared
149019,Seglora
149020,Kinnarumma
1491,Ulricehamn
149101,Ulricehamn
149105,Hällstad
149110,Södra Ving
149116,Åsunden
149120,Hössna
149128,Redväg
149129,Timmele
1492,Åmål
149201,Åmål
1493,Mariestad
149301,Mariestad
149303,Ullervad
149312,Lugnås
149318,Lyrestad
1494,Lidköping
149401,Lidköping
149403,Järpås
149405,Kållands-Råda
149413,Sunnersberg
149424,Sävare
149431,Örslösa
1495,Skara
149501,Skara domkyrkoförs.
149508,Valle
149516,Ardala
1496,Skövde
149601,Skövde
149608,Skultorp
149614,Sventorp-Forsby
149615,Värsås-Varola-Vreten
149617,Väring
149620,Frösve
149624,Berg
149627,Götlunda
1497,Hjo
149701,Hjo
149704,Mofalla
149706,Fågelås
149708,Korsberga-Fridene
1498,Tidaholm
149801,Tidaholm
149803,Hökensås
149807,Fröjered
149812,Valstad
149816,Varv
1499,Falköping
149901,Falköping
149902,Mösseberg
149905,Floby
149916,Kinneved
149921,Åslebygden
149924,Slöta-Karleby
149928,Yllestad
149933,Dala-Borgunda-Högstena
149934,Stenstorp
149941,Gudhem
149947,Hornborga
149951,Åsarp
17,Värmland
1715,Kil
171501,Stora Kil
171502,Frykerud
171503,Boda
1730,Eda
173001,Eda
173003,Järnskog-Skillingmark
173005,Köla
1737,Torsby
173701,Fryksände
173702,Lekvattnet
173703,Vitsand
173705,Östmark
173708,Övre Älvdal
1760,Storfors
176001,Storfors
1761,Hammarö
176101,Hammarö
1763,Forshaga
176301,Forshaga-Munkfors
1764,Grums
176401,Grums
176403,Ed-Borgvik
176404,Värmskog
1765,Årjäng
176501,Silbodal
176502,Sillerud
176503,Holmedal-Karlanda
176505,Blomskog
176506,Trankil
176507,Västra Fågelvik
176508,Töcksmark
176509,Östervallskog
1766,Sunne
176601,Sunne
176602,Västra Ämtervik
176603,Östra Ämtervik
176604,Gräsmark
176605,Lysvik
1780,Karlstad
178001,Karlstads domkyrkoförs.
178002,Norrstrand
178003,Väse-Fågelvik
178006,Alster-Nyedsbygden
178008,Grava
178009,Nor-Segerstad
178011,Västerstrand
1781,Kristinehamn
178101,Kristinehamn
178103,Rudskoga
178104,Visnums-Kil
178105,Visnum
178106,Ölme
1782,Filipstad
178201,Filipstad
1783,Hagfors
178301,Hagfors-Gustav Adolf
178302,Ekshärad
178304,Norra Råda-Sunnemo
1784,Arvika
178401,Arvika-Ny
178403,Stavnäs-Högerud
178405,Glava
178407,Gunnarskog
178409,Älgå
178410,Mangskog
178411,Brunskog
1785,Säffle
178501,Säffle
178502,Tveta
178503,Bro
178504,Södra Värmlandsnäs
178508,Ny-Huggenäs
178509,Gillberga
178510,Kila
178511,Svanskog
178512,Långserud
18,Örebro
1814,Lekeberg
181402,Knista
181405,Edsberg
1860,Laxå
186001,Ramundeboda
186002,Finnerödja-Tived
186004,Skagershult
1861,Hallsberg
186101,Hallsberg
186102,Viby
186104,Sköllersta
1862,Degerfors
186201,Degerfors-Nysund
1863,Hällefors
186301,Hällefors-Hjulsjö
186302,Grythyttan
1864,Ljusnarsberg
186401,Ljusnarsberg
1880,Örebro
188001,Örebro Nikolai
188002,Örebro Olaus Petri
188003,Längbro
188004,Almby
188005,Mosjö-Täby
188008,Tysslinge
188013,Axberg
188015,Asker-Lännäs
188016,Kvismare
188027,Glanshammar
188030,Mikael
188031,Adolfsberg
1881,Kumla
188101,Kumla
188102,Hardemo
188103,Ekeby
1882,Askersund
188201,Askersund-Hammar
188203,Lerbäck
188204,Snavlunda
1883,Karlskoga
188301,Karlskoga
1884,Nora
188404,Nora bergslagsförs.
1885,Lindesberg
188502,Linde bergslag
188504,Näsby
188505,Fellingsbro
19,Västmanland
1904,Skinnskatteberg
190402,Skinnskatteberg med Hed och Gunnilbo
1907,Surahammar
190701,Sura-Ramnäs
1960,Kungsör
196001,Kungsör
1961,Hallstahammar
196101,Hallstahammar-Kolbäck
1962,Norberg
196201,Norberg-Karbenning
1980,Västerås
198001,Västerås domkyrkoförs.
198002,Västerås Lundby
198003,Västerås Badelunda
198007,Norrbo
198009,Dingtuna-Lillhärad
198010,Västerås-Barkarö
198011,Kungsåra
198016,Tillberga
198020,Rytterne
198022,Skerike
198023,Önsta
198024,Viksäng
198025,Gideonsberg
1981,Sala
198101,Sala
198102,Västerfärnebo-Fläckebo
198104,Norrby
198105,Tärna
198106,Kumla
198107,Kila
198108,Möklinta
1982,Fagersta
198201,Västanfors-Västervåla
1983,Köping
198301,Köpingsbygden
198304,Malma
1984,Arboga
198401,Arbogabygden
20,Dalarna
2021,Vansbro
202101,Järna med Nås och Äppelbo
2023,Malung-Sälen
202302,Malung
202303,Lima-Transtrand
2026,Gagnef
202601,Mockfjärd
202602,Gagnef
202603,Floda
2029,Leksand
202901,Leksand
202902,Djura
202903,Åhl
202904,Siljansnäs
2031,Rättvik
203101,Rättvik
203103,Boda
203104,Ore
2034,Orsa
203402,Orsa
2039,Älvdalen
203902,Älvdalen
203905,Idre-Särna
2061,Smedjebacken
206101,Norrbärke
206102,Söderbärke
2062,Mora
206201,Mora
2080,Falun
208001,Falu Kristine
208002,Grycksbo
208003,Stora Kopparberg
208004,Aspeboda
208006,Vika-Hosjö
208007,Sundborn
208008,Svärdsjö
208010,Enviken
208011,Bjursås
2081,Borlänge
208102,Stora Tuna
208103,Torsång
2082,Säter
208201,Säterbygden
2083,Hedemora
208301,"Hedemora, Husby och Garpenberg"
2084,Avesta
208401,Avesta
208403,By
208404,Folkärna
208406,Grytnäs
2085,Ludvika
208501,Ludvika
208503,Gränge-Säfsnäs
21,Gävleborg
2101,Ockelbo
210102,Ockelbo
2104,Hofors
210401,Hofors
210402,Torsåker
2121,Ovanåker
212101,Alfta-Ovanåker
2132,Nordanstig
213202,Nordanstigskusten
213205,Bergsjö
