code,label,label_en,parent_code,valid_from,valid_to
49,Landtransport; transport i rörsystem,Land transport and transport via pipelines,H,,
50,Sjötransport,Water transport,H,,
51,Lufttransport,Air transport,H,,
52,"Magasinering, varulagring och stödverksamhet avseende transport","Warehousing, storage and support activities for transportation",H,,
53,Post- och kurirverksamhet,Postal and courier activities,H,,
55,Hotell- och logiverksamhet,Accommodation,I,,
56,"Restaurang-, catering- och barverksamhet",Food and beverage service activities,I,,
58,Förlagsverksamhet,Publishing activities,J,,
59,"Film-, video- och tv-programverksamhet, ljudinspelning och musikutgivning","Motion picture, video and television programme production, sound recording and music publishing activities",J,,
60,"Planering, radio- och tv-sändning, nyhetsbyråer och annan distribution av medieinnehåll","Programming, broadcasting, news agency and other content distribution activities",J,,
61,Telekommunikation,Telecommunication,K,,
62,"Dataprogrammering, datakonsultverksamhet o.d.","Computer programming, consultancy and related activities",K,,
63,"Datainfrastruktur, databehandling, hosting och annan informationsverksamhet","Computing infrastructure, data processing, hosting and other information service activities",K,,
64,Finansiell verksamhet utom försäkrings- och pensionsfondsverksamhet,"Financial service activities, except insurance and pension funding",L,,
65,"Försäkrings-, återförsäkrings- och pensionsfondsverksamhet utom obligatorisk socialförsäkring","Insurance, reinsurance and pension funding, except compulsory social security",L,,
66,Stödverksamhet avseende finansiella tjänster och försäkringsverksamhet,Activities auxiliary to financial services and insurance activities,L,,
68,Fastighetsverksamhet,Real estate activities,M,,
69,Juridisk och ekonomisk konsultverksamhet,Legal and accounting activities,N,,
70,Verksamheter som utövas av huvudkontor samt konsultverksamhet avseende företag,Activities of head offices and management consultancy,N,,
71,Arkitekt- och teknisk konsultverksamhet; teknisk provning och analys,Architectural and engineering activities; technical testing and analysis,N,,
72,Vetenskaplig forskning och utveckling,Scientific research and development,N,,
73,"Reklamverksamhet, marknadsundersökningar och PR","Activities of advertising, market research and public relations",N,,
74,"Annan verksamhet inom juridik, ekonomi, vetenskap och teknik","Other professional, scientific and technical activities",N,,
75,Veterinärverksamhet,Veterinary activities,N,,
77,Uthyrning och leasing,Rental and leasing activities,O,,
78,"Arbetsförmedling, bemanning och annan personalrelaterad verksamhet",Employment activities,O,,
79,Resebyrå- och researrangörsverksamhet samt annan boknings- och reserelaterad verksamhet,"Travel agency, tour operator and other reservation service and related activities",O,,
80,Säkerhets- och bevakningsverksamhet,Investigation and security activities,O,,
81,Fastighetsrelaterad stödverksamhet samt skötsel och underhåll av grönytor,Services to buildings and landscape activities,O,,
82,Kontorstjänster och annan stödverksamhet till företag,"Office administrative, office support and other business support activities",O,,
84,Offentlig förvaltning och försvar; obligatorisk socialförsäkring,Public administration and defence; compulsory social security,P,,
85,Utbildning,Education,Q,,
86,Hälso- och sjukvård,Human health activities,R,,
87,Vård och omsorg med boende,Residential care activities,R,,
88,Öppna sociala insatser,Social work activities without accommodation,R,,
90,Konstnärligt skapande och scenkonst,Arts creation and performing arts activities,S,,
91,"Biblioteks-, arkiv- och museiverksamhet m.m.","Libraries, archives, museums and other cultural activities",S,,
92,Spel- och vadhållningsverksamhet,Gambling and betting activities,S,,
93,"Sport-, fritids- och nöjesverksamhet",Sports activities and amusement and recreation activities,S,,
94,Intressebevakning; religiös verksamhet,Activities of membership organisations,T,,
95,"Reparation och underhåll av datorer, hushållsartiklar och varor för personligt bruk samt motorfordon och motorcyklar","Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",T,,
96,Konsumenttjänster,Personal service activities,T,,
97,Förvärvsarbete i hushåll,Activities of households as employers of domestic personnel,U,,
98,Hushållens produktion av diverse varor och tjänster för eget bruk,Undifferentiated goods- and service-producing activities of private households for own use,U,,
99,"Verksamhet vid internationella organisationer, utländska ambassader o.d.",Activities of extraterritorial organisations and bodies,V,,
011,Odling av ett- och tvååriga växter,Growing of non-perennial crops,01,,
012,Odling av fleråriga växter,Growing of perennial crops,01,,
013,Odling av plantskoleväxter,Plant propagation,01,,
014,Husdjursskötsel,Animal production,01,,
015,Blandat jordbruk,Mixed farming,01,,
016,Stödverksamhet avseende jordbruk och bearbetning av skördade växter,Support activities to agriculture and post-harvest crop activities,01,,
017,Jakt och stödverksamhet i anslutning härtill,"Hunting, trapping and related service activities",01,,
021,Skogsförvaltning och skogsskötsel,Silviculture and other forestry activities,02,,
022,Drivning,Logging,02,,
023,Insamling av annat vilt växande skogsmaterial än trä,Gathering of wild growing non-wood products,02,,
024,Stödverksamhet avseende skogsbruk,Support services to forestry,02,,
031,Fiske,Fishing,03,,
032,Vattenbruk,Aquaculture,03,,
033,Stödverksamhet avseende fiske och vattenbruk,Support activities for fishing and aquaculture,03,,
051,Stenkolsutvinning,Mining of hard coal,05,,
052,Brunkolsutvinning,Mining of lignite,05,,
061,Utvinning av råpetroleum,Extraction of crude petroleum,06,,
062,Utvinning av naturgas,Extraction of natural gas,06,,
071,Järnmalmsutvinning,Mining of iron ores,07,,
072,Utvinning av andra metallmalmer än järnmalm,Mining of non-ferrous metal ores,07,,
081,"Utvinning av sand, grus, sten och lera","Quarrying of stone, sand and clay",08,,
089,Övrig utvinning av mineral,Mining and quarrying n.e.c.,08,,
091,Stödverksamhet avseende råpetroleum- och naturgasutvinning,Support activities for petroleum and natural gas extraction,09,,
099,Stödverksamhet avseende annan utvinning,Support activities for other mining and quarrying,09,,
101,Beredning och hållbarhetsbehandling av kött och köttvaror,Processing and preserving of meat and production of meat products,10,,
102,Beredning och hållbarhetsbehandling av fisk samt skal- och blötdjur,"Processing and preserving of fish, crustaceans and molluscs",10,,
103,"Beredning och hållbarhetsbehandling av frukt, bär och grönsaker",Processing and preserving of fruit and vegetables,10,,
104,Framställning av vegetabiliska och animaliska oljor och fetter,Manufacture of vegetable and animal oils and fats,10,,
105,Tillverkning av mejerivaror och glassvaror,Manufacture of dairy products and edible ice,10,,
106,Tillverkning av kvarnprodukter och stärkelse,"Manufacture of grain mill products, starches and starch products",10,,
107,Tillverkning av bageri- och mjölprodukter,Manufacture of bakery and farinaceous products,10,,
108,Annan livsmedelsframställning,Manufacture of other food products,10,,
109,Framställning av beredda djurfoder,Manufacture of prepared animal feeds,10,,
110,Framställning av drycker,Manufacture of beverages,11,,
120,Tobaksvarutillverkning,Manufacture of tobacco products,12,,
131,Garntillverkning,Preparation and spinning of textile fibres,13,,
132,Vävnadstillverkning,Weaving of textiles,13,,
133,"Blekning, färgning och annan textilberedning",Finishing of textiles,13,,
139,Annan textilietillverkning,Manufacture of other textiles,13,,
141,Tillverkning av trikåvaror,Manufacture of knitted and crocheted apparel,14,,
142,Tillverkning av andra beklädnadsvaror och tillbehör,Manufacture of other wearing apparel and accessories,14,,
151,"Garvning och annan beredning av läder-, skinn och pälsvaror; tillverkning av reseffekter, handväskor, sadel- och seldon","Tanning, dyeing, dressing of leather and fur; manufacture of luggage, handbags, saddlery and harness",15,,
152,Tillverkning av skodon,Manufacture of footwear,15,,
161,Sågning och hyvling av trä; bearbetning och slutbehandling av trä,Sawmilling and planing of wood; processing and finishing of wood,16,,
162,"Tillverkning av varor av trä, kork, halm, rotting o.d.","Manufacture of products of wood, cork, straw and plaiting materials",16,,
171,"Massa-, pappers- och papptillverkning","Manufacture of pulp, paper and paperboard",17,,
172,Tillverkning av pappers- och pappvaror,Manufacture of articles of paper and paperboard,17,,
181,Grafisk produktion,Printing and service activities related to printing,18,,
182,Reproduktion av inspelningar,Reproduction of recorded media,18,,
191,Tillverkning av stenkolsprodukter,Manufacture of coke oven products,19,,
192,Tillverkning av raffinerade petroleumprodukter och fossila bränsleprodukter,Manufacture of refined petroleum products and fossil fuel products,19,,
201,"Tillverkning av baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form","Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",20,,
202,"Tillverkning av bekämpningsmedel, desinfektionsmedel och andra lantbrukskemiska produkter","Manufacture of pesticides, disinfectants and other agrochemical products",20,,
203,"Tillverkning av färg, lack, tryckfärg m.m.","Manufacture of paints, varnishes and similar coatings, printing ink and mastics",20,,
204,"Tillverkning av rengöringsmedel, tvättmedel och polermedel","Manufacture of washing, cleaning and polishing preparations",20,,
205,Tillverkning av andra kemiska produkter,Manufacture of other chemical products,20,,
206,Konstfibertillverkning,Manufacture of man-made fibres,20,,
211,Tillverkning av farmaceutiska basprodukter,Manufacture of basic pharmaceutical products,21,,
212,Tillverkning av läkemedel,Manufacture of pharmaceutical preparations,21,,
221,Tillverkning av gummivaror,Manufacture of rubber products,22,,
222,Plastvarutillverkning,Manufacture of plastic products,22,,
231,Glas- och glasvarutillverkning,Manufacture of glass and glass products,23,,
232,Tillverkning av eldfasta produkter,Manufacture of refractory products,23,,
233,Tillverkning av byggmaterial av lergods,Manufacture of clay building materials,23,,
234,Tillverkning av andra porslinsprodukter och keramiska produkter,Manufacture of other porcelain and ceramic products,23,,
235,"Tillverkning av cement, kalk och gips","Manufacture of cement, lime and plaster",23,,
236,"Tillverkning av varor av betong, cement och gips","Manufacture of articles of concrete, cement and plaster",23,,
237,"Huggning, formning och slutlig bearbetning av sten","Cutting, shaping and finishing of stone",23,,
239,Tillverkning av slipmedel och övriga icke-metalliska mineraliska produkter,Manufacture of abrasive products and non-metallic mineral products n.e.c.,23,,
241,Framställning av järn och stål samt ferrolegeringar,Manufacture of basic iron and steel and of ferro-alloys,24,,
242,"Tillverkning av rör, ledningar, ihåliga profiler och tillbehör av stål","Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",24,,
243,Annan primärbearbetning av stål,Manufacture of other products of first processing of steel,24,,
244,Framställning av andra metaller än järn,Manufacture of basic precious and other non-ferrous metals,24,,
245,Gjutning av metall,Casting of metals,24,,
251,Byggnadsmetallvarutillverkning,Manufacture of structural metal products,25,,
252,"Tillverkning av cisterner, tankar, kar och andra behållare av metall","Manufacture of tanks, reservoirs and containers of metal",25,,
253,Tillverkning av vapen och ammunition,Manufacture of weapons and ammunition,25,,
254,Smidning och formning av metall och pulvermetallurgi,Forging and shaping metal and powder metallurgy,25,,
255,Beläggning och överdragning av metall; metallegoarbeten,Treatment and coating of metals; machining,25,,
256,"Tillverkning av bestick, verktyg och andra järnhandelsvaror","Manufacture of cutlery, tools and general hardware",25,,
259,Annan metallvarutillverkning,Manufacture of other fabricated metal products,25,,
261,Tillverkning av elektroniska komponenter och kretskort,Manufacture of electronic components and boards,26,,
262,Tillverkning av datorer och kringutrustning,Manufacture of computers and peripheral equipment,26,,
263,Tillverkning av kommunikationsutrustning,Manufacture of communication equipment,26,,
264,Tillverkning av hemelektronik,Manufacture of consumer electronics,26,,
265,Tillverkning av instrument för mätning och provning samt ur,"Manufacture of measuring testing instruments, clocks and watches",26,,
266,Tillverkning av strålningsutrustning samt elektromedicinsk och elektroterapeutisk utrustning,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",26,,
267,"Tillverkning av optiska instrument, magnetiska och optiska medier samt fotoutrustning","Manufacture of optical instruments, magnetic and optical media and photographic equipment",26,,
271,"Tillverkning av elmotorer, generatorer och transformatorer samt eldistributions- och elkontrollapparater","Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",27,,
272,Batteri- och ackumulatortillverkning,Manufacture of batteries and accumulators,27,,
273,Tillverkning av ledningar och kablar och kabeltillbehör,Manufacture of wiring and wiring devices,27,,
274,Tillverkning av belysningsarmatur,Manufacture of lighting equipment,27,,
275,Tillverkning av hushållsmaskiner och hushållsapparater,Manufacture of domestic appliances,27,,
279,Tillverkning av annan elapparatur,Manufacture of other electrical equipment,27,,
281,Tillverkning av maskiner för allmänt ändamål,Manufacture of general-purpose machinery,28,,
282,Tillverkning av andra maskiner för allmänt ändamål,Manufacture of other general-purpose machinery,28,,
283,Tillverkning av jord- och skogsbruksmaskiner,Manufacture of agricultural and forestry machinery,28,,
284,Tillverkning av maskiner för metallbearbetning och verktygsmaskiner,Manufacture of metal forming machinery and machine tools,28,,
289,Tillverkning av andra specialmaskiner,Manufacture of other special-purpose machinery,28,,
291,Motorfordonstillverkning,Manufacture of motor vehicles,29,,
292,Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar,Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers,29,,
293,Tillverkning av reservdelar och tillbehör till motorfordon,Manufacture of motor vehicle parts and accessories,29,,
301,Skepps- och båtbyggeri,Building of ships and boats,30,,
302,Tillverkning av rälsfordon,Manufacture of railway locomotives and rolling stock,30,,
303,"Tillverkning av luftfartyg, rymdfarkoster o.d.",Manufacture of air and spacecraft and related machinery,30,,
304,Tillverkning av militära stridsfordon,Manufacture of military fighting vehicles,30,,
309,Övrig tillverkning av transportmedel,Manufacture of transport equipment n.e.c.,30,,
310,Tillverkning av möbler,Manufacture of furniture,31,,
321,"Tillverkning av smycken, guld- och silversmedsvaror samt bijouterier","Manufacture of jewellery, bijouterie and related articles",32,,
322,Tillverkning av musikinstrument,Manufacture of musical instruments,32,,
323,Tillverkning av sportartiklar,Manufacture of sports goods,32,,
324,Tillverkning av spel och leksaker,Manufacture of games and toys,32,,
325,Tillverkning av medicinsk och dental utrustning,Manufacture of medical and dental instruments and supplies,32,,
329,Övrig tillverkning,Manufacturing n.e.c.,32,,
331,"Reparation och underhåll av metallvaror, maskiner och apparater","Repair and maintenance of fabricated metal products, machinery and equipment",33,,
332,Installation av industrimaskiner och -utrustning,Installation of industrial machinery and equipment,33,,
351,"Generering, överföring och distribution av elkraft","Electric power generation, transmission and distribution",35,,
352,Framställning av gas och distribution av gasformiga bränslen via rörnät,"Manufacture of gas, and distribution of gaseous fuels through mains",35,,
353,Försörjning av värme och kyla,Steam and air conditioning supply,35,,
354,Mäklare och agenter för el och naturgas,Activities of brokers and agents for electric power and natural gas,35,,
360,Vattenförsörjning,"Water collection, treatment and supply",36,,
370,Avloppsrening,Sewerage,37,,
381,Insamling av avfall,Waste collection,38,,
382,Återvinning av avfall,Waste recovery,38,,
383,Bortskaffande av avfall utan återvinning,Waste disposal without recovery,38,,
390,"Sanering, efterbehandling av jord och vatten samt annan verksamhet för föroreningsbekämpning",Remediation activities and other waste management service activities,39,,
410,Byggande av bostadshus och andra byggnader,Construction of residential and non-residential buildings,41,,
421,Anläggning av vägar och järnvägar,Construction of roads and railways,42,,
422,Allmännyttiga anläggningsarbeten,Construction of utility projects,42,,
429,Andra anläggningsarbeten,Construction of other civil engineering projects,42,,
431,Rivning av hus samt mark- och grundarbeten,Demolition and site preparation,43,,
432,"Elinstallationer, VVS-arbeten och andra bygginstallationer","Electrical, plumbing and other construction installation activities",43,,
433,Slutbehandling av byggnader,Building completion and finishing,43,,
434,Specialiserad bygg- och anläggningsverksamhet i samband med byggande av hus,Specialised construction activities in construction of buildings,43,,
435,Specialiserad bygg- och anläggningsverksamhet i samband med anläggningsarbeten,Specialised construction activities in civil engineering,43,,
436,Förmedling avseende specialiserad bygg- och anläggningsverksamhet,Intermediation service activities for specialised construction services,43,,
439,Annan specialiserad bygg- och anläggningsverksamhet,Other specialised construction activities,43,,
461,Provisionshandel,Wholesale on a fee or contract basis,46,,
462,Partihandel med jordbruksråvaror och levande djur,Wholesale of agricultural raw materials and live animals,46,,
463,"Partihandel med livsmedel, drycker och tobak","Wholesale of food, beverages and tobacco",46,,
464,Partihandel med hushållsvaror,Wholesale of household goods,46,,
465,Partihandel med informations- och kommunikationsutrustning,Wholesale of information and communication equipment,46,,
466,Partihandel med andra maskiner och annan utrustning,"Wholesale of other machinery, equipment and supplies",46,,
467,Partihandel med motorfordon och motorcyklar inklusive reservdelar och tillbehör,"Wholesale of motor vehicles, motorcycles and related parts and accessories",46,,
468,Annan specialiserad partihandel,Other specialised wholesale,46,,
469,Icke-specialiserad partihandel,Non-specialised wholesale trade,46,,
471,Detaljhandel med brett sortiment,Non-specialised retail sale,47,,
472,"Detaljhandel med livsmedel, drycker och tobak","Retail sale of food, beverages and tobacco",47,,
473,Detaljhandel med drivmedel,Retail sale of automotive fuel,47,,
474,Detaljhandel med informations- och kommunikationsutrustning,Retail sale of information and communication equipment,47,,
475,Detaljhandel med heminredningsartiklar och husgeråd,Retail sale of other household equipment,47,,
476,Detaljhandel med kultur- och fritidsartiklar,Retail sale of cultural and recreation goods,47,,
477,Detaljhandel med andra hushållsvaror,"Retail sale of other goods, except motor vehicles and motorcycles",47,,
478,Detaljhandel med motorfordon och motorcyklar inklusive reservdelar och tillbehör,"Retail sale of motor vehicles, motorcycles and related parts and accessories",47,,
479,Förmedling avseende detaljhandel,Intermediation service activities for retail sale,47,,
491,"Järnvägstransport, passagerartrafik",Passenger rail transport,49,,
492,"Järnvägstransport, godstrafik",Freight rail transport,49,,
493,"Annan landtransport, passagerartrafik",Other passenger land transport,49,,
494,"Vägtransport, godstrafik och flyttjänster",Freight transport by road and removal services,49,,
495,Transport i rörsystem,Transport via pipeline,49,,
501,"Havs- och kustsjöfart, passagerartrafik",Sea and coastal passenger water transport,50,,
502,"Havs- och kustsjöfart, godstrafik",Sea and coastal freight water transport,50,,
503,"Sjöfart på inre vattenvägar, passagerartrafik",Inland passenger water transport,50,,
504,"Sjöfart på inre vattenvägar, godstrafik",Inland freight water transport,50,,
511,"Lufttransport, passagerartrafik",Passenger air transport,51,,
512,"Lufttransport, godstrafik och rymdfart",Freight air transport and space transport,51,,
521,Magasinering och varulagring,Warehousing and storage,52,,
522,Stödverksamhet avseende transport,Support activities for transportation,52,,
523,Förmedling avseende transport,Intermediation service activities for transportation,52,,
531,Postbefordran via nationella posten,Postal activities under universal service obligation,53,,
532,Annan postbefordran samt kurirverksamhet,Other postal and courier activities,53,,
533,Förmedling avseende postbefordran samt kurirverksamhet,Intermediation service activities for postal and courier activities,53,,
551,Hotellverksamhet,Hotels and similar accommodation,55,,
552,Semesterbostäder och annan korttidsinkvartering,Holiday and other short-stay accommodation,55,,
553,Campingplatsverksamhet,Camping grounds and recreational vehicle parks,55,,
554,Förmedling avseende hotell- och logiverksamhet,Intermediation service activities for accommodation,55,,
559,Annan logiverksamhet,Other accommodation,55,,
561,Restaurangverksamhet och mobil restaurangverksamhet,Restaurants and mobile food service activities,56,,
562,"Cateringverksamhet vid enskilda evenemang, kontrakterad cateringverksamhet och annan restaurangverksamhet","Event catering, contract catering service activities and other food service activities",56,,
563,Barverksamhet,Beverage serving activities,56,,
564,"Förmedling avseende restaurang-, catering- och barverksamhet",Intermediation service activities for food and beverage services activities,56,,
581,"Utgivning av böcker och tidningar samt annan förlagsverksamhet, utom utgivning av programvara","Publishing of books, newspapers and other publishing activities, except software publishing",58,,
582,Utgivning av programvara,Software publishing,58,,
591,"Film-, video- och tv-programverksamhet","Motion picture, video and television programme activities",59,,
592,Ljudinspelning och musikutgivning,Sound recording and music publishing activities,59,,
601,Radiosändning och distribution av ljudinspelningar,Radio broadcasting and audio distribution activities,60,,
602,Planering och sändning av tv-program samt distribution av video,"Television programming, broadcasting and video distribution activities",60,,
603,Nyhetsförmedling och annan distribution av medieinnehåll,News agency and other content distribution activities,60,,
611,Trådbunden och trådlös telekommunikation samt telekommunikation via satellit,"Wired, wireless, and satellite telecommunication activities",61,,
612,Återförsäljning och förmedling avseende telekommunikation,Telecommunication reselling activities and intermediation service activities for telecommunication,61,,
619,Annan telekommunikation,Other telecommunication activities,61,,
621,Dataprogrammering,Computer programming activities,62,,
622,Datakonsultverksamhet och datordrift,Computer consultancy and computer facilities management activities,62,,
629,Annan it- och dataverksamhet,Other information technology and computer service activities,62,,
631,"Datainfrastruktur, databehandling, hosting o.d.","Computing infrastructure, data processing, hosting and related activities",63,,
639,Webbportaler och annan informationsverksamhet,Web search portal activities and other information service activities,63,,
641,Monetär finansförmedling,Monetary intermediation,64,,
642,Holding- och conduitverksamhet,Activities of holding companies and financing conduits,64,,
643,Fonder och liknande finansiella enheter,"Activities of trusts, funds and similar financial entities",64,,
649,Annan finansiell verksamhet utom försäkrings- och pensionsfondsverksamhet,"Other financial service activities, except insurance and pension funding",64,,
651,Försäkring,Insurance,65,,
652,Återförsäkring,Reinsurance,65,,
653,Pensionsfondsverksamhet,Pension funding,65,,
661,Stödverksamhet avseende finansiella tjänster utom försäkrings- och pensionsfondsverksamhet,"Activities auxiliary to financial services, except insurance and pension funding",66,,
662,Stödverksamhet avseende försäkrings- och pensionsfondsverksamhet,Activities auxiliary to insurance and pension funding,66,,
663,Fondförvaltning,Fund management activities,66,,
681,Fastighetsverksamhet med egna fastigheter och utformning av byggprojekt,Real estate activities with own property and development of building projects,68,,
682,Uthyrning och förvaltning av egna eller arrenderade fastigheter,Rental and operating of own or leased real estate,68,,
683,Fastighetsförmedling och fastighetsförvaltning på uppdrag,Real estate activities on a fee or contract basis,68,,
691,Juridisk verksamhet,Legal activities,69,,
692,"Redovisning och bokföring, revision; skatterådgivning","Accounting, bookkeeping and auditing activities; tax consultancy",69,,
701,Verksamheter som utövas av huvudkontor,Activities of head offices,70,,
702,Konsultverksamhet avseende företags organisation,Business and other management consultancy activities,70,,
711,Arkitekt- och teknisk konsultverksamhet o.d.,Architectural and engineering activities and related technical consultancy,71,,
712,Teknisk provning och analys,Technical testing and analysis,71,,
721,Naturvetenskaplig och teknisk forskning och utveckling,Research and experimental development on natural sciences and engineering,72,,
722,Samhällsvetenskaplig och humanistisk forskning och utveckling,Research and experimental development on social sciences and humanities,72,,
731,Reklamverksamhet,Advertising,73,,
732,Marknads- och opinionsundersökning,Market research and public opinion polling,73,,
733,PR och kommunikation,Public relations and communication activities,73,,
741,Specialiserad designverksamhet,Specialised design activities,74,,
742,Fotoverksamhet,Photographic activities,74,,
743,Översättning och tolkning,Translation and interpretation activities,74,,
749,"Diverse övrig verksamhet inom juridik, ekonomi, vetenskap och teknik","Other professional, scientific and technical activities n.e.c.",74,,
750,Veterinärverksamhet,Veterinary activities,75,,
771,Uthyrning och leasing av motorfordon,Rental and leasing of motor vehicles,77,,
772,Uthyrning och leasing av hushållsartiklar och varor för personligt bruk,Rental and leasing of personal and household goods,77,,
773,Uthyrning och leasing av annan utrustning och andra maskiner och materiella tillgångar,"Rental and leasing of other machinery, equipment and tangible goods",77,,
